budget.type,deflator.type,pay.category,source.table,FY,amount
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1967,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1968,10578000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1968,15264000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1968,2093000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1968,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1968,4697000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1968,12859000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1968,29474000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1968,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1968,96190000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1968,195766000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1968,17995000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1968,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1968,28967000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1968,92992000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1968,189126000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1968,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1969,11301000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1969,16699000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1969,2443000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1969,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1969,4686000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1969,13793000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1969,28831000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1969,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1969,96637000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1969,198349000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1969,19931000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1969,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1969,27961000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1969,96890000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1969,177120000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1969,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1970,12204000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1970,18638000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1970,2853000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1970,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1970,4340000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1970,12239000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1970,25238000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1970,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1970,93470000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1970,192662000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1970,21654000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1970,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1970,24894000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1970,83679000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1970,149655000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1970,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1971,12504000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1971,18676000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1971,3389000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1971,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1971,3949000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1971,10856000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1971,23471000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1971,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1971,88135000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1971,178529000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1971,23251000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1971,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1971,21694000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1971,70772000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1971,131239000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1971,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1972,13222000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1972,19762000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1972,3889000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1972,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1972,3385000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1972,11172000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1972,25037000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1972,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1972,86083000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1972,162234000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1972,25017000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1972,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1972,17886000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1972,70924000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1972,131194000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1972,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1973,13574000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1973,20494000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1973,4392000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1973,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1973,3145000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1973,11782000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1973,25538000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1973,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1973,83316000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1973,149799000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1973,26633000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1973,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1973,15834000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1973,68724000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1973,123275000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1973,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1974,14137000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1974,21013000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1974,5137000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1974,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1974,3090000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1974,13021000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1974,25294000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1974,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1974,79690000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1974,143908000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1974,28405000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1974,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1974,14469000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1974,67423000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1974,110329000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1974,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1975,15334000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1975,21573000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1975,6239000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1975,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1975,3312000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1975,13982000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1975,25693000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1975,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1975,79962000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1975,138703000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1975,30233000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1975,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1975,13649000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1975,67036000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1975,100958000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1975,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1976,16418000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1976,21885000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1976,7326000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1976,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1976,3544000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1976,15929000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1976,30556000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1976,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1976,79162000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1976,133683000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1976,31972000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1976,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1976,13439000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1976,68042000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1976,108750000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1976,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1977,17549000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1977,22598000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1977,8219000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1977,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1977,3350000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1977,18374000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1977,37478000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1977,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1977,77800000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1977,130710000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1977,33865000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1977,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1977,11902000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1977,73769000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1977,129208000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1977,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1978,18854000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1978,23815000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1978,9173000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1978,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1978,3369000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1978,20069000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1978,40848000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1978,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1978,77383000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1978,128788000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1978,35156000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1978,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1978,11124000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1978,73722000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1978,129062000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1978,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1979,20494000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1979,25084000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1979,10282000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1979,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1979,3566000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1979,20304000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1979,44991000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1979,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1979,79428000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1979,128149000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1979,36399000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1979,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1979,10763000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1979,69462000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1979,129057000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1979,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1980,22262000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1980,26854000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1980,11920000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1980,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1980,4211000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1980,27226000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1980,49510000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1980,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1980,80761000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1980,128050000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1980,37647000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1980,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1980,11504000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1980,73888000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1980,129684000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1980,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1981,23775000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1981,31067000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1981,13724000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1981,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1981,5679000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1981,35443000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1981,65860000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1981,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1981,79311000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1981,129918000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1981,38979000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1981,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1981,14134000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1981,87133000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1981,159758000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1981,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1982,26065000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1982,36930000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1982,14940000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1982,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1982,5899000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1982,40088000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1982,86744000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1982,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1982,84732000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1982,132851000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1982,39817000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1982,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1982,13746000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1982,92004000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1982,198857000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1982,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1983,27762000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1983,39090000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1983,15954000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1983,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1983,6548000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1983,44009000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1983,102130000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1983,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1983,85596000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1983,134515000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1983,40190000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1983,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1983,14679000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1983,100405000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1983,224358000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1983,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1984,29452000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1984,41367000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1984,16503000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1984,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1984,6810000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1984,47669000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1984,113470000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1984,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1984,87258000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1984,135775000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1984,40207000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1984,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1984,14724000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1984,108346000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1984,241172000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1984,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1985,31404000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1985,43967000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1985,17072000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1985,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1985,7040000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1985,52254000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1985,124436000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1985,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1985,89979000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1985,137182000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1985,40562000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1985,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1985,14741000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1985,116571000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1985,256598000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1985,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1986,32161000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1986,46220000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1986,17415000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1986,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1986,8061000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1986,50250000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1986,124034000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1986,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1986,90190000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1986,138257000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1986,40638000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1986,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1986,16418000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1986,111754000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1986,248140000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1986,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1987,34095000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1987,47713000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,1987,18241000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1987,0
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1987,8537000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1987,51877000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1987,122254000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,1987,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1987,90015000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1987,139606000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,1987,41123000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1987,0
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,1987,16912000000
