budget.type,deflator.type,pay.category,source.table,FY,amount
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2007,20867000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2007,17264000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2007,48189000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2007,252284000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2007,281806000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2007,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2008,61296000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2008,69043000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2008,16106000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2008,11185000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2008,40666000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2008,211888000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2008,259096000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2008,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2008,73963000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2008,91214000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2008,21278000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2008,16486000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2008,50255000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2008,267298000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2008,322796000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2008,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2009,66424000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2009,71549000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2009,17493000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2009,10351000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2009,45790000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2009,219090000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2009,235164000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2009,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2009,77142000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2009,90977000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2009,22242000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2009,14811000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2009,55805000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2009,276170000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2009,288959000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2009,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2010,67753000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2010,74827000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2010,20307000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2010,8960000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2010,48904000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2010,237181000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2010,233860000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2010,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2010,77143000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2010,92016000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2010,24972000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2010,12387000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2010,58984000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2010,290705000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2010,282988000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2010,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2011,70977000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2011,75280000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2011,20796000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2011,11010000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2011,46541000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2011,248312000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2011,216175000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2011,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2011,80814000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2011,91295000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2011,25220000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2011,14779000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2011,55064000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2011,295905000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2011,257172000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2011,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2012,72612000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2012,75688000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2012,21776000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2012,10845000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2012,44315000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2012,230746000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2012,196307000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2012,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2012,82675000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2012,90344000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2012,25992000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2012,14052000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2012,51535000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2012,269569000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2012,229941000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2012,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2013,71919000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2013,76266000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2013,20408000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2013,8297000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2013,41267000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2013,197344000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2013,169891000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2013,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2013,81886000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2013,89513000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2013,23953000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2013,10457000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2013,47290000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2013,225755000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2013,196192000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2013,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2014,68730000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2014,74320000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2014,20339000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2014,7436000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2014,41511000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2014,203441000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2014,165412000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2014,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2014,77711000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2014,86195000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2014,23588000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2014,9161000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2014,46903000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2014,230155000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2014,188379000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2014,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2015,67819000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2015,72478000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2015,19653000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2015,7023000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2015,39874000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2015,193066000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2015,165491000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2015,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2015,75922000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2015,83226000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2015,22567000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2015,8433000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2015,44543000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2015,216430000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2015,185764000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2015,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2016,70190000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2016,72513000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2016,19322000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2016,6629000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2016,39840000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2016,190283000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2016,189201000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2016,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2016,77644000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2016,82278000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2016,21925000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2016,7691000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2016,43924000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2016,213303000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2016,208815000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2016,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2017,72146000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2017,74137000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2017,18166000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2017,6961000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2017,39764000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2017,199375000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2017,198738000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2017,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2017,78320000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2017,82552000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2017,20228000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2017,7833000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2017,43069000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2017,218772000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2017,215108000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2017,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2018,72992000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2018,75582000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2018,18271000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2018,8147000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2018,42152000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2018,215783000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2018,240034000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2018,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2018,77685000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2018,82270000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2018,19888000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2018,8997000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2018,44697000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2018,231057000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2018,254662000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2018,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2019,77818000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2019,77856000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2019,20153000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2019,7533000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2019,43420000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2019,221248000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2019,244973000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2019,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2019,81277000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2019,82598000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2019,21380000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2019,8140000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2019,45174000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2019,230556000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2019,254869000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2019,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2020,79305000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2020,79393000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2020,21552000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2020,7817000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2020,45987000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2020,226957000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2020,256812000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2020,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2020,80574000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2020,81774000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2020,22198000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2020,8122000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2020,46907000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2020,231347000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2020,261945000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2020,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2021,82694000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2021,82061000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2021,25129000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2021,8373000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2021,47936000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2021,222103000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2021,237205000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2021,0
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2021,82694000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2021,82061000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2021,25129000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2021,8373000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2021,47936000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2021,222103000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2021,237205000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2021,0
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2022,84708000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2022,84386000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2022,25581000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2022,8819000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2022,48150000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2022,210788000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2022,239422000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2022,20000000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2022,83210000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2022,82168000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2022,24908000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2022,8488000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2022,47206000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2022,206332000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2022,234728000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2022,19552000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2023,86492000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2023,86834000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2023,26002000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2023,9270000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2023,49960000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2023,212358000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2023,246099000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2023,20000000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2023,83215000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2023,82408000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2023,24677000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2023,8587000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2023,48020000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2023,203136000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2023,236542000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2023,19164000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2024,88305000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2024,89203000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2024,26469000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2024,9752000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2024,51823000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2024,224975000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2024,251979000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2024,10000000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2024,83212000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2024,82512000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2024,24484000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2024,8694000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2024,48834000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2024,210536000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2024,237445000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2024,9339000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2025,90099000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2025,91612000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,2025,26831000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2025,10255000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2025,53453000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2025,228960000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2025,257075000000
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,2025,10000000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2025,83157000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2025,82593000000
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,2025,24189000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2025,8800000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2025,49383000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2025,209623000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2025,237497000000
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,2025,9156000000
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,public.law.title,NA
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,public.law.title,NA
TOA,current,pay,tbl.6.02.TOA.by.Pay.Category,public.law.title,NA
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,public.law.title,NA
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,public.law.title,NA
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,public.law.title,NA
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,public.law.title,NA
TOA,current,non.pay,tbl.6.02.TOA.by.Pay.Category,public.law.title,NA
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,public.law.title,NA
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,public.law.title,NA
TOA,constant,pay,tbl.6.02.TOA.by.Pay.Category,public.law.title,NA
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,public.law.title,NA
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,public.law.title,NA
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,public.law.title,NA
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,public.law.title,NA
TOA,constant,non.pay,tbl.6.02.TOA.by.Pay.Category,public.law.title,NA
